T.S. BABA,Indian National Congress,100439
ANURAG SINGH DEO,Bharatiya Janata Party,60815
GOPAL PRASAD GUPTA,Gondvana Gantantra Party,4459
TARUN KUMAR BHAGAT,Independent,2173
KRANTI KUMAR RAWAT,Independent,2103
SITA RAM DAS,Bahujan Samaj Party,1322
T S SINGH (BABA),Independent,1075
PARASNATH RAJWADE,Independent,981
KRISHNA NANDAN SINGH,Independent,592
ARVIND KACHCHHAP,Bahujan Mukti Party,507
SAKET TRIPATHI,Aam Aadmi Party,424
TRIBHUVAN KUMAR,Ambedkarite Party of India,360
MUSKAN RAJAK,Independent,358
JHAMKESHWAR PAIKRA,Chhattisgarh Swabhiman Manch,334
KAMAL KUMAR KASHYAP,Independent,327
ALIMUDDIN QUADARI,Independent,319
VIJAY TIWARI,Independent,307
SATENDRA KUMAR SINGH,Independent,288
SHARAD TRIPATHI,Shiv Sena,284
SUJAN BIND,Rashtriya mahan Gantantra Party,258
T.S.SINGH (BABA),Janata Congress,254
VIJAY KUMAR PAIKRA,Independent,161
None of the Above,None of the Above,609
