VIKAS UPADHYAY,Indian National Congress,76359
RAJESH MUNAT,Bharatiya Janata Party,64147
BHOJRAJ GAURKHEDE,Bahujan Samaj Party,2271
UTTAM JAYASVAL,Aam Aadmi Party,984
AJAY MISHRA,Independent,591
ARUN HARPAL,Bhartiya Kisan Party,480
ASHOK KUMAR BHAWSAGAR,Independent,419
BHARAT NAYAK,Independent,363
AWDHESH KUMAR UPADHYAY,Independent,357
KANTI YADAV,Independent,329
RAKESH LAHARI,Independent,251
USHA BAGHEL,Independent,205
RAGHUNANDAN SAHU,Independent,201
INDRA KUMAR CHANDRAKAR,Independent,196
ENGINEER AZMUL HASAN,Independent,154
RADHESHYAM YADAV,Independent,149
SMT. REKHA SAHU,Independent,147
RAM SAJEEVAN GUPTA,Independent,140
NAVIN GUPTA,Samajwadi Party,135
PRADEEP SINGH THAKUR,Shiv Sena,121
PREMDAS RAO,Ambedkarite Party of India,120
ENGINEER ASHOK TAMRAKAR,Chhattisgarhi Samaj Party,110
BHARAT SINGH RAJPUT,Independent,101
SHIVKUMAR SAHU ALIAS GOLU SAHU,Independent,97
DR. KHEMSINGH TELI,Independent,94
BILLAKURTY GAURAV,Bharat Bhoomi Party,93
HARINDER ARORA,Republican Party of India (A),86
TILOKA BAI SAHU,Independent,81
VISHNU RAM SAHU,Independent,78
PRITI SAGAR,Independent,76
DINDAYAL BANJARE,Independent,70
SUNIL YADAV,Chhattisgarh Sanyukt Jatiye Party,69
BAIKUNTH SONA,Independent,68
SHRI DIGAMBAR JANAKPURI,Independent,58
NOOR SHABA,Independent,54
GANGA BAI SAHU,Independent,46
TUKARAM SAHU,Independent,43
None of the Above,None of the Above,779
