JAISINGH AGRAWAL(JAISINGH BHAIYA),Indian National Congress,70119
VIKAS MAHTO,Bharatiya Janata Party,58313
RAM SINGH AGRAWAL(CHACHA),Janta Congress Chhattisgarh (J),20938
VISHAL KELKAR(ENGINEER),Independent,4859
RAM LAL SURYWANSHI,Independent,1210
RAJESH PANDEY,Independent,914
VIKAS KUMAR MAHTO,Nationalist Congress Party,671
SHERE HAQUE,Independent,636
ANUP AGRAWAL,Aam Aadmi Party,632
AMARNATH AGRAWAL(AMARNATH MATIMANCH),Independent,573
LAKHAN LAL DEWANGAN,Samajwadi Party,385
DHARMENDRA SINGH DHRUW,Ambedkarite Party of India,309
MADHUR ROBERTS( GURUJI),Rashtriya Gondvana Party,271
RAJJAK ALI,Independent,267
RAM CHARAN PATEL,Independent,254
DHANSAI MADHUKAR(DR. D.S. MADHUKAR),Chhattisgarh Vikas Ganga Rashtriya Party,173
DUDEN KHANDE,Independent,127
PAWAN MAHANT,Independent,124
SUSHIL KUMAR VISHVAKARMA,Independent,123
SATRUDHAN SAHU,Independent,105
None of the Above,None of the Above,1014
