GURU RUDRA KUMAR,Indian National Congress,88735
RAJMAHANT SANWLA RAM DAHRE,Bharatiya Janata Party,57048
DR.SHOBHA RAM BANJARE,Bahujan Samaj Party,5844
RAM KUMAR SURVANSHI,Independent,1513
AJAY RAMTEKE,Aam Aadmi Party,1178
RAMBAGAS BHARTI,Independent,705
PADMA PATIL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),673
MANOJ KUMAR LAHARE,Ambedkarite Party of India,638
GAIND LAL RAI,Independent,595
NANDKUMAR MAHILANG,Independent,507
ADVOCATE SHAILENDRA KUMAR BANJARE (SHAKTI PUTRA),Shakti Sena (Bharat Desh),266
None of the Above,None of the Above,3681
