SHAILESH PANDEY,Indian National Congress,67896
AMAR AGRAWAL,Bharatiya Janata Party,56675
BRIJESH SAHU,Janta Congress Chhattisgarh (J),3641
DR. SHAILESH AHUJA  ADVOCATE,Aam Aadmi Party,813
AVISHEK EKKA,Independent,609
OMPRAKASH SINGH,Independent,599
TOLARAM RELWANI,Independent,496
ARJUN SHRIWASH,Independent,346
AJAY KUMAR WAHNE,Akhil Bhartiya Sarvadharma Samaj Party,307
SHEKHAR BANJARE,Independent,195
RAJA KINNAR,Independent,145
SANTOSH KUMAR KAUSHAL,Shiv Sena,140
LAXMI KANT PANDEY,Independent,133
SUSHIL JAIDEO CHAVHAN,Ambedkarite Party of India,132
SHRIMATI RAJNI SETH,Aap Sabki Apni Party,116
HAJI ABDUL RAJJAQ KHAN,Independent,97
ABHISHEK KU. NISHAD,Bharat Bhoomi Party,91
DR. BALMUKUND SINGH MARAVI,Gondvana Gantantra Party,80
SHITLA PRASAD TRIPATHI,Independent,76
MO. SALIM KHAN,Bharatiya Sadbhawana Samaj Party,74
ANISH CHARAN,India Praja Bandhu Party,67
RADHESHYAM SHARMA,Independent,65
PAWAN KUMAR AWASTHI,Independent,63
ASHISH KUMAR SHRIVASTAV,Bhartiya Shakti Chetna Party,57
NILESH MASIH,Independent,53
NARAIN PATRE,Independent,51
BRIJESH SINGH KAUSHIK,Independent,44
NEERA DEVI SONWANI,Independent,37
None of the Above,None of the Above,1153
